floor-1-line-1-extruder-1,pump-2,16.56948272034662,1600456755967
floor-1-line-1-extruder-1,pump-1,8.964599488355205,1600456756002
floor-1-line-1-extruder-1,pump-2,17.106412068095107,1600456760967
floor-1-line-1-extruder-1,pump-1,10.039939146111537,1600456761002
floor-1-line-1-extruder-1,pump-2,18.92573111027239,1600456765967
floor-1-line-1-extruder-1,pump-1,10.126214963447023,1600456766002
floor-1-line-1-extruder-1,pump-2,11.920314098042628,1600456795967
floor-1-line-1-extruder-1,pump-1,15.097280723853913,1600456796002
floor-1-line-1-extruder-1,pump-2,9.670563473571026,1600456805967
floor-1-line-1-extruder-1,pump-1,15.273144032079,1600456806002
floor-1-line-1-extruder-1,pump-2,16.066878949794503,1600457125967
floor-1-line-1-extruder-1,pump-1,10.49710422419742,1600457126002
floor-1-line-1-extruder-1,pump-2,17.085385045875896,1600457130967
floor-1-line-1-extruder-1,pump-1,12.352416361421728,1600457131002
floor-1-line-1-extruder-1,pump-2,15.03975514809779,1600457160967
floor-1-line-1-extruder-1,pump-1,17.639154849923784,1600457161004
floor-1-line-1-extruder-1,pump-2,14.129914491601186,1600457165967
floor-1-line-1-extruder-1,pump-1,17.377612906753328,1600457166002
floor-1-line-1-extruder-1,pump-2,12.480975566443131,1600457170967
floor-1-line-1-extruder-1,pump-2,12.179116093954708,1600457175967
floor-1-line-1-extruder-1,pump-1,15.403185769947562,1600457176002
floor-1-line-1-extruder-1,pump-2,10.597988528876012,1600457200967
floor-1-line-1-extruder-1,pump-1,9.919167726960161,1600457201007
floor-1-line-1-extruder-1,pump-2,12.527928400568465,1600457205967
floor-1-line-1-extruder-1,pump-1,10.176935056983936,1600457206002
floor-1-line-1-extruder-1,pump-2,13.799645728898899,1600457210967
floor-1-line-1-extruder-1,pump-1,12.029928219680713,1600457211003
floor-1-line-1-extruder-1,pump-2,15.212593587690018,1600457215971
floor-1-line-1-extruder-1,pump-1,13.724390318570263,1600457216015
floor-1-line-1-extruder-1,pump-2,16.621028453738738,1600457220967
floor-1-line-1-extruder-1,pump-1,14.226350636408835,1600457221002
floor-1-line-1-extruder-1,pump-2,15.374479373636992,1600457245968
floor-1-line-1-extruder-1,pump-1,14.726515894994026,1600457246003
floor-1-line-1-extruder-1,pump-2,15.268272556192157,1600457250967
floor-1-line-1-extruder-1,pump-1,13.58775160538448,1600457251003
floor-1-line-1-extruder-1,pump-2,14.663877074587047,1600457255967
floor-1-line-1-extruder-1,pump-1,12.056356853238787,1600457256002
floor-1-line-1-extruder-1,pump-2,13.505738799586947,1600457260967
floor-1-line-1-extruder-1,pump-1,10.874394733343788,1600457261002
floor-1-line-1-extruder-1,pump-2,12.938385877362371,1600457265967
floor-1-line-1-extruder-1,pump-1,9.527400960390143,1600457266002
floor-1-line-1-extruder-1,pump-2,11.641817303559808,1600457290967
floor-1-line-1-extruder-1,pump-1,15.767865615824931,1600457291002
floor-1-line-1-extruder-1,pump-2,11.922933663157187,1600457295967
floor-1-line-1-extruder-1,pump-1,17.15672976306588,1600457296002
floor-1-line-1-extruder-1,pump-2,13.315206242595938,1600457300967
floor-1-line-1-extruder-1,pump-1,15.379344971400824,1600457301002
floor-1-line-1-extruder-1,pump-2,13.928157353121016,1600457305967
floor-1-line-1-extruder-1,pump-1,13.7202690946453,1600457306003
